CustomerID,AmountSpent,Country,Frequency,Recency
12347.0,1.6457262949009892,-2.7968671057809598,1.0678321597359004,-0.9178722703548313
12348.0,0.2621237597349735,-3.4470296029105305,-0.4606006118071507,-0.18927222129154284
12349.0,0.24026923139930303,-2.471785857216174,-0.03547361574881856,-0.7481982863263942
12350.0,-0.5433607005963971,-1.496542111521818,-0.6023096104932614,2.1562210873368515
12352.0,0.6524107258302918,-1.496542111521818,0.08599124026784775,-0.5785243022979571
12353.0,-0.6784854487337999,-5.072435845734457,-0.7338965378446499,1.098253892806597
12354.0,-0.13314090694372752,-0.521298365827462,-0.18730468576965145,1.377716925324023
12355.0,-0.4745318761580297,-5.072435845734457,-0.6427978958321502,1.1980621187056777
12356.0,0.8205678033921558,-1.1714608629570327,-0.17718261443492928,-0.708274995966762
12357.0,2.690641457076642,-0.1962171172626766,0.5516065216650686,-0.6084667700676814
12358.0,-0.0843219983460824,-5.23497647001685,-0.582065467823817,-0.9178722703548313
12359.0,2.781445948581691,-4.259732724322494,1.735888867827565,-0.35894620531997984
12360.0,0.7383201113412844,-5.23497647001685,0.5313623789956242,-0.41883114085942824
12361.0,-0.6229268216471497,-4.909895221452064,-0.6731641098363167,1.9266621677689661
12362.0,2.1502305654223117,-4.909895221452064,1.9180861518525645,-0.9078914477649233
12363.0,-0.4235434830140872,0.45394537986689415,-0.5415771824849283,0.16005656935523932
12364.0,-0.004458536773755993,-4.909895221452064,0.08599124026784775,-0.8579873348153829
12365.0,-0.374328120387677,-4.259732724322494,-0.5516992538196505,1.9665854581285984
12367.0,-0.6344900641527954,-3.9346514757577085,-0.6630420385015945,-0.8979106251750152
12370.0,1.224873824449081,-4.259732724322494,0.9160010897150676,-0.4288119634493363
12371.0,0.312076967359363,-0.1962171172626766,-0.13669432909604048,-0.48869689898878466
12372.0,-0.012751033542090463,-3.9346514757577085,-0.24803711377798462,-0.219214689061267
12373.0,-0.5267316566120875,-5.23497647001685,-0.632675824497428,2.1662019099267598
12374.0,-0.31841158341394726,-5.23497647001685,-0.44035646913770626,-0.6883133507869459
12375.0,-0.4755780742894929,-3.4470296029105305,-0.6023096104932614,-0.8280448670456587
12377.0,0.1690011134228399,-0.1962171172626766,0.005014669590070207,2.206125200286392
12378.0,1.479777246027108,-0.1962171172626766,1.4423487991206214,0.35967302115340055
12379.0,-0.2582221530190838,-4.909895221452064,-0.36950196979465094,-0.1194064631621864
12380.0,0.7728721812093448,-4.909895221452064,0.27831059562756943,-0.7182558185566701
12381.0,0.288592572460992,-1.496542111521818,0.10623538293729214,-0.8879298025851071
12383.0,0.29148338308740346,-4.909895221452064,0.22770023895395844,0.9086182635983439
12384.0,-0.4052240031015713,-0.1962171172626766,-0.5010888971460394,-0.6483900604273136
12386.0,-0.5061931353996787,-5.397517094299243,-0.6731641098363167,2.4356841198542774
12388.0,0.8036248999684072,-5.397517094299243,0.23782231028868064,-0.7781407540961184
12390.0,-0.4247328451003821,-4.909895221452064,-0.45047854047242847,-0.13936810834200253
12391.0,-0.4737114365707244,-4.259732724322494,0.23782231028868064,-0.7182558185566701
12393.0,0.14393640871536417,-5.397517094299243,-0.1265722577613183,-0.219214689061267
12394.0,-0.026825151563247794,-4.909895221452064,-0.5010888971460394,-0.2990612697805315
12395.0,0.9346584627811937,-4.909895221452064,0.8046583050331234,-0.7481982863263942
12397.0,0.5994731003782547,-4.909895221452064,0.5009961649914577,-0.5785243022979571
12398.0,0.1731528681129622,-0.1962171172626766,0.08599124026784775,-0.4787160763988766
12399.0,-0.11703496202514956,-4.909895221452064,-0.17718261443492928,0.24988397266441187
12401.0,-0.6810734125326825,-4.909895221452064,-0.7237744665099277,2.0863553292074952
12402.0,-0.6032693093875521,-4.909895221452064,-0.6630420385015945,2.2859717810056566
12403.0,-0.49198686603559966,-3.9346514757577085,-0.7237744665099277,-0.4387927860392443
12405.0,0.2143014925151959,-3.4470296029105305,-0.22779297110854024,0.5493086503616537
12406.0,1.153077101100931,-3.9346514757577085,0.2884326669622916,-0.7182558185566701
12407.0,0.21305156106339515,-4.909895221452064,0.005014669590070207,-0.4387927860392443
12408.0,0.8630324349176511,-4.909895221452064,0.2884326669622916,-0.6084667700676814
12409.0,5.369459304217901,-0.1962171172626766,0.3289209523011804,-0.14934893093191057
12410.0,-0.34572286095109156,-0.1962171172626766,-0.5112109684807616,2.1462402647469436
12412.0,-0.05193390671836416,-3.9346514757577085,-0.15693847176548487,-0.18927222129154284
12413.0,-0.310058517280107,-3.2844889786281377,-0.3897461124640953,-0.2691188020108073
12414.0,-0.41781141851486,-5.23497647001685,-0.5921875391585392,1.228004586475402
12417.0,1.2818145343304534,-4.909895221452064,1.1690528730831224,-0.9078914477649233
12418.0,-0.3593509681898882,-0.1962171172626766,-0.4302343978029841,0.1899990371249635
12420.0,-0.39689846849750643,-4.259732724322494,-0.480844754476595,-0.2990612697805315
12421.0,-0.2831106559359975,-0.521298365827462,-0.31889161312104,-0.7781407540961184
12422.0,-0.28502685040836157,-5.397517094299243,-0.37962404112937315,0.020325053096526456
12423.0,0.29630140079808914,-4.909895221452064,0.49087409365673546,-0.9278530929447393
12424.0,0.24214688172998175,-5.397517094299243,-0.4707226831418729,0.6890401666203665
12425.0,-0.2995414729059245,-1.1714608629570327,-0.4099902551335397,-0.15932975352181863
12426.0,-0.4066226048141589,-3.121948354345745,-0.4707226831418729,1.0084264894974244
12427.0,-0.2727808259642873,-3.121948354345745,-0.4606006118071507,-0.7182558185566701
12428.0,3.653578736193222,-3.4470296029105305,2.2015041492247858,-0.6783325281970378
12429.0,1.3375934136553065,-3.9346514757577085,0.20745609628451406,-0.8480065122254749
12430.0,-0.5863098870459384,-1.496542111521818,-0.6630420385015945,-0.5086585441686008
12431.0,2.8446968850875733,-5.397517094299243,1.6144240118108988,-0.5785243022979571
12432.0,2.058324812726249,-1.496542111521818,0.3187988809664582,-0.5086585441686008
12433.0,6.637671691789483,-1.496542111521818,3.4768851373997824,-0.9278530929447393
12434.0,-0.28360622347195374,-5.397517094299243,-0.268281256447429,-0.08946399539246222
12435.0,3.5838854217199088,-3.9346514757577085,-0.4099902551335397,-0.13936810834200253
12436.0,-0.4472150923149305,-1.496542111521818,-0.6124316818279836,0.0602483434561587
12437.0,1.9989062651650948,-3.2844889786281377,1.2500294437608999,-0.9178722703548313
12438.0,0.8731089748154279,-1.496542111521818,0.21757816761923626,-0.7981023992759345
12441.0,-0.6319296318836882,-3.2844889786281377,-0.6630420385015945,2.725127974961611
12442.0,-0.6327500714709936,-0.521298365827462,-0.6529199671668723,-0.9078914477649233
12444.0,2.028667848852245,-1.496542111521818,1.0172218030622895,-0.7282366411465782
12445.0,-0.6540374502932917,-0.521298365827462,-0.7338965378446499,-0.7182558185566701
